round,main_accuracy,backdoor_accuracy,attack_active
1,0.9302,0.0000,0
2,0.9630,0.0000,0
3,0.9733,0.0000,0
4,0.9788,0.0000,0
5,0.9819,0.0000,0
6,0.9836,0.0000,0
7,0.9861,0.0000,0
8,0.9860,0.1051,1
9,0.9889,0.1052,0
10,0.9883,0.1045,0
