round,main_accuracy,backdoor_accuracy,attack_active
1,0.3592,0.0000,0
2,0.5735,0.0000,0
3,0.7169,0.0000,0
4,0.8172,0.0000,0
5,0.8672,0.0000,0
6,0.8975,0.0000,0
7,0.9109,0.0000,0
8,0.9202,0.0000,0
9,0.9202,0.0000,0
10,0.9262,0.0000,0
11,0.9289,0.0000,0
12,0.9405,0.0000,0
13,0.9375,0.0000,0
14,0.9401,0.0000,0
15,0.9375,0.0000,0
16,0.9401,0.0000,0
17,0.9435,0.0000,0
18,0.8846,0.8104,1
19,0.9401,0.6207,0
20,0.9416,0.5576,0
